	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000100480	7.16764951586811	0.22902168441314	0.478160555558978	0.478963983437341	0.631964251277017	0.999999657441492
ENSMUSG00000051285	899.631358658794	0.00225255482040887	0.0512440127983913	0.0439574244365106	0.964938341418032	0.999999657441492
ENSMUSG00000103509	63.4285384977526	-0.0297735651266067	0.255310253161432	-0.116617193230312	0.907163412463267	0.999999657441492
ENSMUSG00000097797	12.7650523979617	0.16378606931481	0.292441594088538	0.560064206411153	0.575435643833153	0.999999657441492
ENSMUSG00000026312	258.782744855336	0.018955812040236	0.113340599977663	0.167246441645552	0.867176143838589	0.999999657441492
ENSMUSG00000039748	5.20608275741899	-0.143584559609977	0.463028794342777	-0.310098554051656	0.756486011805318	0.999999657441492
ENSMUSG00000057363	299.508908457075	0.0547476426590578	0.0665511965088899	0.822639494569336	0.410713032280839	0.999999657441492
ENSMUSG00000047216	61.8945978491314	0.00795508651091988	0.192042559616861	0.0414235601045458	0.966958230666949	0.999999657441492
ENSMUSG00000090243	40.1904638296358	-0.808968049164898	0.178748903755792	-4.52572313545552	6.01893364717571e-06	0.00023250015753098
ENSMUSG00000038702	222.190673501462	0.0305072891292123	0.0996317380132234	0.306200511378847	0.759451983070176	0.999999657441492
ENSMUSG00000101054	13.4502071273155	0.0814530108175707	0.473387232490658	0.172064232465708	0.863387031696708	0.999999657441492
ENSMUSG00000055214	69.1340384328514	0.0388844142720362	0.151720927741138	0.256289062102097	0.797727642458592	0.999999657441492
ENSMUSG00000104157	4.47298382585891	-0.0154915145470068	0.500379130115486	-0.0309595536956775	0.975301795673184	0.999999657441492
ENSMUSG00000033007	319.805486553064	0.018858862973581	0.143875308685894	0.131077828057025	0.895713740464511	0.999999657441492
ENSMUSG00000070695	580.907528784564	0.00601011521813659	0.0681934307450497	0.0881333458732442	0.929770693315653	0.999999657441492
